research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,tree_index,emissions_sum,available_opportunities_sum,utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,0,2262040,2334931,0.968782375
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,1,282590,291533,0.969324227
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,2,282549,291533,0.969183592
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,3,282503,291533,0.969025805
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,4,282448,291533,0.968837147
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,5,282408,291533,0.968699941
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,6,282370,291533,0.968569596
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_rounds,7,282320,291533,0.968398089
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,0,2294038,2294038,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,1,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,2,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,3,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,4,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,5,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,6,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,64,pooled_carousel,7,286429,286429,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,0,529541,4907934,0.107894890
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,1,529931,613046,0.864422898
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,2,530172,613046,0.864816017
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,3,530551,613046,0.865434241
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,4,529360,613046,0.863491484
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,5,530270,613046,0.864975875
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,6,530146,613046,0.864773606
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,equal_split_striping,7,529667,613046,0.863992262
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,0,2260381,2905313,0.778016345
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,1,282817,362748,0.779651438
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,2,282749,362748,0.779463981
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,3,282837,362748,0.779706573
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,4,282238,362748,0.778055289
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,5,283118,362748,0.780481216
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,6,282584,362748,0.779009119
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,rate_proportional_striping,7,282361,362748,0.778394367
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,0,2332527,2332527,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,1,291541,291541,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,2,291471,291471,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,3,291398,291398,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,4,291333,291333,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,5,291277,291277,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,6,291199,291199,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,per_stripe_fec,7,291137,291137,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,0,2262015,2840467,0.796353205
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,1,282571,354721,0.796600709
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,2,282530,354721,0.796485125
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,3,282482,354721,0.796349807
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,4,282431,354721,0.796206032
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,5,282394,354721,0.796101725
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,6,282358,354721,0.796000237
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_rounds,7,282312,354721,0.795870557
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,0,2523414,2523414,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,1,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,2,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,3,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,4,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,5,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,6,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,1,512,pooled_carousel,7,315101,315101,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,0,535409,4401438,0.121644108
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,1,535739,549745,0.974522733
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,2,535925,549745,0.974861072
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,3,537237,549745,0.977247633
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,4,535458,549745,0.974011587
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,5,535918,549745,0.974848339
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,6,536479,549745,0.975868812
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,equal_split_striping,7,535361,549745,0.973835142
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,0,2273884,2398354,0.948101907
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,1,286957,299374,0.958523452
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,2,286652,299374,0.957504660
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,3,287702,299374,0.961011978
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,4,286154,299374,0.955841189
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,5,286756,299374,0.957852051
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,6,286970,299374,0.958566876
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,rate_proportional_striping,7,286625,299374,0.957414472
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,0,2386646,2386646,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,1,298328,298328,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,2,298259,298259,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,3,298195,298195,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,4,298106,298106,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,5,298044,298044,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,6,297969,297969,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,per_stripe_fec,7,297893,297893,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,0,2271867,2280379,0.996267287
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,1,283825,284713,0.996881070
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,2,283774,284713,0.996701942
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,3,283720,284713,0.996512277
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,4,283670,284713,0.996336662
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,5,283620,284713,0.996161046
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,6,283575,284713,0.996002992
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_rounds,7,283533,284713,0.995855476
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,0,2275227,2275227,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,1,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,2,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,3,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,4,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,5,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,6,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,8,pooled_carousel,7,284082,284082,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,0,535354,4470090,0.119763584
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,1,535740,558322,0.959553806
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,2,535914,558322,0.959865454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,3,537228,558322,0.962218935
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,4,535435,558322,0.959007526
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,5,535909,558322,0.959856499
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,6,536427,558322,0.960784279
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,equal_split_striping,7,535336,558322,0.958830209
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,0,2273824,2464532,0.922618980
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,1,286918,307640,0.932642049
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,2,286592,307640,0.931582369
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,3,287589,307640,0.934823170
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,4,286115,307640,0.930031855
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,5,286747,307640,0.932086205
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,6,286935,307640,0.932697309
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,rate_proportional_striping,7,286575,307640,0.931527110
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,0,2386646,2386646,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,1,298328,298328,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,2,298259,298259,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,3,298195,298195,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,4,298106,298106,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,5,298044,298044,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,6,297969,297969,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,per_stripe_fec,7,297893,297893,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,0,2271854,2346509,0.968184652
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,1,283821,292972,0.968764933
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,2,283764,292972,0.968570375
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,3,283714,292972,0.968399711
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,4,283662,292972,0.968222219
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,5,283615,292972,0.968061794
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,6,283579,292972,0.967938916
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_rounds,7,283531,292972,0.967775077
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,0,2303899,2303899,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,1,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,2,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,3,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,4,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,5,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,6,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,64,pooled_carousel,7,287666,287666,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,0,535307,5032253,0.106375216
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,1,535788,628590,0.852364816
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,2,535920,628590,0.852574810
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,3,537328,628590,0.854814744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,4,535466,628590,0.851852559
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,5,535897,628590,0.852538220
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,6,536467,628590,0.853445012
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,equal_split_striping,7,535406,628590,0.851757107
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,0,2273801,3006448,0.756308108
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,1,286912,375383,0.764318043
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,2,286599,375383,0.763484228
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,3,287519,375383,0.765935058
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,4,286041,375383,0.761997746
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,5,286731,375383,0.763835869
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,6,286918,375383,0.764334027
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,rate_proportional_striping,7,286532,375383,0.763305744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,0,2386646,2386646,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,1,298328,298328,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,2,298259,298259,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,3,298195,298195,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,4,298106,298106,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,5,298044,298044,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,6,297969,297969,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,per_stripe_fec,7,297893,297893,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,pooled_rounds,0,2271840,2869710,0.791661875
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,3,512,pooled_rounds,1,283812,358370,0.791952451
