research_scope,source_dof,seeds,trees,rate_profile,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,striping_minus_pooling_ticks_sum,mean_striping_minus_pooling_ticks,p95_striping_minus_pooling_ticks,per_stripe_ownership_waste_sum,mean_per_stripe_ownership_waste,p95_per_stripe_ownership_waste,pearson_gap_vs_ownership_waste,per_stripe_minus_carousel_emissions_sum,mean_per_stripe_minus_carousel_emissions,pearson_gap_vs_emission_gap,rounds_minus_carousel_ticks_sum,mean_rounds_minus_carousel_ticks,p95_rounds_minus_carousel_ticks,rounds_minus_carousel_emissions_sum,mean_rounds_minus_carousel_emissions,carousel_tail_deliveries_sum,mean_carousel_tail_deliveries,carousel_tail_emissions_sum,mean_carousel_tail_emissions,mean_carousel_tail_emission_fraction
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,1,64,49028,95.757812,456,120270,234.902344,1078,0.996934456,41827,81.693359,0.999996115,37228,72.710938,128,-81025,-158.251953,80146,156.535156,80802,157.816406,0.018681066
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,1,512,49028,95.757812,456,120270,234.902344,1078,0.996934456,-531613,-1038.306641,0.999996115,300173,586.275391,1024,-654537,-1278.392578,647880,1265.390625,654242,1277.816406,0.133551973
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,3,8,110388,215.601562,635,983011,1919.943359,5396,0.990419936,266999,521.482422,0.999997517,5289,10.330078,18,-9161,-17.892578,191768,374.546875,9118,17.808594,0.002115401
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,3,64,110388,215.601562,635,983011,1919.943359,5396,0.990419936,195319,381.482422,0.999997517,42057,82.142578,128,-81161,-158.517578,404959,790.935547,80798,157.808594,0.018438726
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,3,512,110388,215.601562,635,983011,1919.943359,5396,0.990419936,-378121,-738.517578,0.999997517,328576,641.750000,1028,-655129,-1279.548828,2109007,4119.154297,654238,1277.808594,0.132024919
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,8,8,177714,347.097656,776,4462951,8716.701172,18396,0.983739159,435329,850.251953,0.999998199,5826,11.378906,28,-9165,-17.900391,1017371,1987.052734,9098,17.769531,0.002081371
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,8,64,177714,347.097656,776,4462951,8716.701172,18396,0.983739159,363649,710.251953,0.999998199,47358,92.496094,188,-81620,-159.414062,1585539,3096.755859,80778,157.769531,0.018181626
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,ge-long-1.089pct,11,1010,8,512,177714,347.097656,776,4462951,8716.701172,18396,0.983739159,-209791,-409.748047,0.999998199,348016,679.718750,1031,-656364,-1281.960938,6126117,11965.072266,654218,1277.769531,0.130419034
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,1,8,1024,2.000000,2,1536,3.000000,3,,-5120,-10.000000,,0,0.000000,0,-6656,-13.000000,6656,13.000000,6656,13.000000,0.001584400
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,1,64,1024,2.000000,2,1536,3.000000,3,,-55296,-108.000000,,0,0.000000,0,-56832,-111.000000,56832,111.000000,56832,111.000000,0.013368662
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,1,512,1024,2.000000,2,1536,3.000000,3,,-456704,-892.000000,,0,0.000000,0,-458240,-895.000000,458240,895.000000,458240,895.000000,0.098492352
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,3,8,1024,2.000000,2,4608,9.000000,9,,-5120,-10.000000,,0,0.000000,0,-6656,-13.000000,19968,39.000000,6656,13.000000,0.001584400
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,3,64,1024,2.000000,2,4608,9.000000,9,,-55296,-108.000000,,0,0.000000,0,-56832,-111.000000,170496,333.000000,56832,111.000000,0.013368662
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,3,512,1024,2.000000,2,4608,9.000000,9,,-456704,-892.000000,,0,0.000000,0,-458240,-895.000000,1374720,2685.000000,458240,895.000000,0.098492352
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,8,8,1024,2.000000,2,12288,24.000000,24,,-5120,-10.000000,,0,0.000000,0,-6656,-13.000000,53248,104.000000,6656,13.000000,0.001584400
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,8,64,1024,2.000000,2,12288,24.000000,24,,-55296,-108.000000,,0,0.000000,0,-56832,-111.000000,454656,888.000000,56832,111.000000,0.013368662
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,0,1,8,512,1024,2.000000,2,12288,24.000000,24,,-456704,-892.000000,,0,0.000000,0,-458240,-895.000000,3665920,7160.000000,458240,895.000000,0.098492352
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,1,8,4363,8.521484,19,7769,15.173828,33,0.991206767,1629,3.181641,0.992540924,4494,8.777344,16,-6178,-12.066406,6147,12.005859,6176,12.062500,0.001463019
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,1,64,4363,8.521484,19,7769,15.173828,33,0.991206767,-48547,-94.818359,0.992540924,39292,76.742188,128,-56326,-110.011719,56064,109.500000,56352,110.062500,0.013192293
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,1,512,4363,8.521484,19,7769,15.173828,33,0.991206767,-449955,-878.818359,0.992540924,302263,590.357422,1024,-457769,-894.080078,455497,889.642578,457760,894.062500,0.097958632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,3,8,5992,11.703125,24,40394,78.894531,146,0.956002322,4525,8.837891,0.994790067,4576,8.937500,16,-6182,-12.074219,26883,52.505859,6172,12.054688,0.001461082
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,3,64,5992,11.703125,24,40394,78.894531,146,0.956002322,-45651,-89.162109,0.994790067,39363,76.880859,128,-56344,-110.046875,176671,345.060547,56348,110.054688,0.013182533
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,3,512,5992,11.703125,24,40394,78.894531,146,0.956002322,-447059,-873.162109,0.994790067,308419,602.380859,1024,-457764,-894.070312,1374974,2685.496094,457756,894.054688,0.097897880
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,8,8,7426,14.503906,25,143600,280.468750,445,0.945170490,7011,13.693359,0.994171894,4601,8.986328,16,-6236,-12.179688,87747,171.380859,6228,12.164062,0.001473613
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,8,64,7426,14.503906,25,143600,280.468750,445,0.945170490,-43165,-84.306641,0.994171894,39517,77.181641,128,-56410,-110.175781,487255,951.669922,56404,110.164062,0.013189219
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,5,1000,8,512,7426,14.503906,25,143600,280.468750,445,0.945170490,-444573,-868.306641,0.994171894,305308,596.304688,1024,-457842,-894.222656,3682647,7192.669922,457812,894.164062,0.097866343
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-2.0pct,2,100,1,8,8848,17.281250,40,15289,29.861328,70,0.997049554,9401,18.361328,0.998062148,7523,14.693359,21,-6169,-12.048828,6081,11.876953,6214,12.136719,0.001449778
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-2.0pct,2,100,1,64,8848,17.281250,40,15289,29.861328,70,0.997049554,-40775,-79.638672,0.998062148,65748,128.414062,190,-56290,-109.941406,55234,107.878906,56390,110.136719,0.013004030
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-2.0pct,2,100,1,512,8848,17.281250,40,15289,29.861328,70,0.997049554,-442183,-863.638672,0.998062148,527127,1029.544922,1533,-457680,-893.906250,448666,876.300781,457798,894.136719,0.096627602
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-2.0pct,2,100,3,8,11932,23.304688,45,79045,154.384766,263,0.944046426,14895,29.091797,0.998167660,7638,14.917969,23,-6188,-12.085938,35336,69.015625,6195,12.099609,0.001443400
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-2.0pct,2,100,3,64,11932,23.304688,45,79045,154.384766,263,0.944046426,-35281,-68.908203,0.998167660,65778,128.472656,189,-56384,-110.125000,182811,357.052734,56371,110.099609,0.012982353
