research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,receiver_index,completion_ticks_sum,mean_completion_ticks,p95_completion_ticks
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,none,8,512,pooled_carousel,5,2097152,4096.000000,4096
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,none,8,512,pooled_carousel,6,2097152,4096.000000,4096
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,none,8,512,pooled_carousel,7,2097152,4096.000000,4096
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,8,equal_split_striping,0,2113357,4127.650391,4137
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,8,rate_proportional_striping,0,2113357,4127.650391,4137
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,8,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,8,pooled_rounds,0,2112066,4125.128906,4134
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,8,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,64,equal_split_striping,0,2147590,4194.511719,4248
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,64,rate_proportional_striping,0,2147590,4194.511719,4248
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,64,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,64,pooled_rounds,0,2146912,4193.187500,4247
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,64,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,512,equal_split_striping,0,2425925,4738.134766,5145
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,512,rate_proportional_striping,0,2425925,4738.134766,5145
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,512,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,512,pooled_rounds,0,2424160,4734.687500,5142
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,1,512,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,equal_split_striping,0,2113035,4127.021484,4137
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,equal_split_striping,1,2112951,4126.857422,4138
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,equal_split_striping,2,2112696,4126.359375,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,rate_proportional_striping,0,2113035,4127.021484,4137
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,rate_proportional_striping,1,2112951,4126.857422,4138
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,rate_proportional_striping,2,2112696,4126.359375,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,per_stripe_fec,1,2108982,4119.105469,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,per_stripe_fec,2,2108867,4118.880859,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,pooled_rounds,0,2111626,4124.269531,4134
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,pooled_rounds,1,2111740,4124.492188,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,pooled_rounds,2,2111537,4124.095703,4132
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,pooled_carousel,1,2107805,4116.806641,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,8,pooled_carousel,2,2107758,4116.714844,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,equal_split_striping,0,2143964,4187.429688,4248
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,equal_split_striping,1,2143560,4186.640625,4247
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,equal_split_striping,2,2143966,4187.433594,4248
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,rate_proportional_striping,0,2143964,4187.429688,4248
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,rate_proportional_striping,1,2143560,4186.640625,4247
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,rate_proportional_striping,2,2143966,4187.433594,4248
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,per_stripe_fec,1,2108982,4119.105469,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,per_stripe_fec,2,2108867,4118.880859,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,pooled_rounds,0,2142602,4184.769531,4246
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,pooled_rounds,1,2142535,4184.638672,4245
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,pooled_rounds,2,2142678,4184.917969,4245
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,pooled_carousel,1,2107805,4116.806641,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,64,pooled_carousel,2,2107758,4116.714844,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,equal_split_striping,0,2391199,4670.310547,5145
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,equal_split_striping,1,2399315,4686.162109,5147
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,equal_split_striping,2,2388436,4664.914062,5143
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,rate_proportional_striping,0,2391199,4670.310547,5145
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,rate_proportional_striping,1,2399315,4686.162109,5147
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,rate_proportional_striping,2,2388436,4664.914062,5143
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,per_stripe_fec,1,2108982,4119.105469,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,per_stripe_fec,2,2108867,4118.880859,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,pooled_rounds,0,2388358,4664.761719,5141
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,pooled_rounds,1,2390407,4668.763672,5142
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,pooled_rounds,2,2388822,4665.667969,5141
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,pooled_carousel,1,2107805,4116.806641,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,3,512,pooled_carousel,2,2107758,4116.714844,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,0,2112782,4126.527344,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,1,2112776,4126.515625,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,2,2112546,4126.066406,4133
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,3,2112763,4126.490234,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,4,2112747,4126.458984,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,5,2112815,4126.591797,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,6,2112669,4126.306641,4134
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,equal_split_striping,7,2112912,4126.781250,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,0,2112782,4126.527344,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,1,2112776,4126.515625,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,2,2112546,4126.066406,4133
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,3,2112763,4126.490234,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,4,2112747,4126.458984,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,5,2112815,4126.591797,4135
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,6,2112669,4126.306641,4134
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,rate_proportional_striping,7,2112912,4126.781250,4136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,1,2108982,4119.105469,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,2,2108867,4118.880859,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,3,2109033,4119.205078,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,4,2108963,4119.068359,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,5,2109054,4119.246094,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,6,2109000,4119.140625,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,per_stripe_fec,7,2109150,4119.433594,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,0,2111492,4124.007812,4131
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,1,2111549,4124.119141,4131
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,2,2111413,4123.853516,4129
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,3,2111443,4123.912109,4130
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,4,2111496,4124.015625,4132
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,5,2111595,4124.208984,4131
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,6,2111452,4123.929688,4130
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_rounds,7,2111673,4124.361328,4130
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,1,2107805,4116.806641,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,2,2107758,4116.714844,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,3,2107768,4116.734375,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,4,2107763,4116.724609,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,5,2107853,4116.900391,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,6,2107773,4116.744141,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,8,pooled_carousel,7,2107957,4117.103516,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,0,2142278,4184.136719,4190
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,1,2142162,4183.910156,4190
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,2,2142304,4184.187500,4190
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,3,2142382,4184.339844,4191
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,4,2142409,4184.392578,4192
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,5,2142884,4185.320312,4195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,6,2142404,4184.382812,4191
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,equal_split_striping,7,2142755,4185.068359,4193
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,0,2142278,4184.136719,4190
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,1,2142162,4183.910156,4190
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,2,2142304,4184.187500,4190
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,3,2142382,4184.339844,4191
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,4,2142409,4184.392578,4192
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,5,2142884,4185.320312,4195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,6,2142404,4184.382812,4191
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,rate_proportional_striping,7,2142755,4185.068359,4193
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,0,2109053,4119.244141,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,1,2108982,4119.105469,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,2,2108867,4118.880859,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,3,2109033,4119.205078,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,4,2108963,4119.068359,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,5,2109054,4119.246094,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,6,2109000,4119.140625,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,per_stripe_fec,7,2109150,4119.433594,4126
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,0,2141018,4181.675781,4186
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,1,2140632,4180.921875,4186
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,2,2140780,4181.210938,4186
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,3,2141100,4181.835938,4186
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,4,2140837,4181.322266,4187
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,5,2140890,4181.425781,4185
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,6,2141299,4182.224609,4188
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_rounds,7,2141929,4183.455078,4245
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,0,2107792,4116.781250,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,1,2107805,4116.806641,4123
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,2,2107758,4116.714844,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,3,2107768,4116.734375,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,4,2107763,4116.724609,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,5,2107853,4116.900391,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,6,2107773,4116.744141,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,64,pooled_carousel,7,2107957,4117.103516,4122
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,0,2379909,4648.259766,4639
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,1,2383941,4656.134766,5142
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,2,2378199,4644.919922,4637
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,3,2378354,4645.222656,4638
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,4,2380323,4649.068359,4640
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,5,2381463,4651.294922,4640
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,6,2380867,4650.130859,4640
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,equal_split_striping,7,2378458,4645.425781,4639
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,bec-0.5pct,8,512,rate_proportional_striping,0,2379909,4648.259766,4639
